State,level_1,Date,Total,Category,lag_1,lag_7,lag_30,rolling_mean_4,month,week_of_year
Kentucky,159,2022-10-23,0.0,Beverages,0.0,183658226.0,0.0,86420490.75,10,42
Kentucky,160,2022-10-30,0.0,Beverages,0.0,177213325.0,166881514.0,86420490.75,10,43
Kentucky,161,2022-11-06,163543172.0,Beverages,0.0,0.0,167126414.0,42418991.0,11,44
Kentucky,162,2022-11-13,0.0,Beverages,163543172.0,0.0,0.0,40885793.0,11,45
Kentucky,163,2022-11-20,0.0,Beverages,0.0,176005999.0,0.0,40885793.0,11,46
Kentucky,164,2022-11-27,0.0,Beverages,0.0,169675964.0,171664151.0,40885793.0,11,47
Kentucky,165,2022-12-04,156960935.0,Beverages,0.0,0.0,170241063.0,40885793.0,12,48
Kentucky,166,2022-12-11,159951955.0,Beverages,156960935.0,0.0,0.0,39240233.75,12,49
Kentucky,167,2022-12-18,0.0,Beverages,159951955.0,0.0,0.0,79228222.5,12,50
Kentucky,168,2022-12-25,0.0,Beverages,0.0,163543172.0,0.0,79228222.5,12,51
Kentucky,169,2023-01-01,154450235.0,Beverages,0.0,0.0,175125576.0,79228222.5,1,52
Kentucky,170,2023-01-08,155431103.0,Beverages,154450235.0,0.0,173551981.0,78600547.5,1,1
Kentucky,171,2023-01-15,0.0,Beverages,155431103.0,0.0,0.0,77470334.5,1,2
Kentucky,172,2023-01-22,0.0,Beverages,0.0,156960935.0,0.0,77470334.5,1,3
Kentucky,173,2023-01-29,0.0,Beverages,0.0,159951955.0,188779241.0,77470334.5,1,4
Kentucky,174,2023-02-05,159539414.0,Beverages,0.0,0.0,177231551.0,38857775.75,2,5
Kentucky,175,2023-02-12,161038287.0,Beverages,159539414.0,0.0,0.0,39884853.5,2,6
Kentucky,176,2023-02-19,0.0,Beverages,161038287.0,154450235.0,0.0,80144425.25,2,7
Kentucky,177,2023-02-26,0.0,Beverages,0.0,155431103.0,0.0,80144425.25,2,8
Kentucky,178,2023-03-05,172605245.0,Beverages,0.0,0.0,182657159.0,80144425.25,3,9
Kentucky,179,2023-03-12,182420654.0,Beverages,172605245.0,0.0,0.0,83410883.0,3,10
Kentucky,180,2023-03-19,0.0,Beverages,182420654.0,0.0,0.0,88756474.75,3,11
Kentucky,181,2023-03-26,0.0,Beverages,0.0,159539414.0,0.0,88756474.75,3,12
Kentucky,182,2023-04-02,169379033.0,Beverages,0.0,161038287.0,183658226.0,88756474.75,4,13
Kentucky,183,2023-04-09,173760111.0,Beverages,169379033.0,0.0,177213325.0,87949921.75,4,14
Kentucky,184,2023-04-16,0.0,Beverages,173760111.0,0.0,0.0,85784786.0,4,15
Kentucky,185,2023-04-23,0.0,Beverages,0.0,172605245.0,0.0,85784786.0,4,16
Kentucky,186,2023-04-30,0.0,Beverages,0.0,182420654.0,176005999.0,85784786.0,4,17
Kentucky,187,2023-05-07,182477460.0,Beverages,0.0,0.0,169675964.0,43440027.75,5,18
Louisiana,30,2020-05-03,109850443.0,Beverages,0.0,0.0,110909955.0,51416434.5,5,18
Louisiana,31,2020-05-10,110854351.0,Beverages,109850443.0,0.0,0.0,53151625.0,5,19
Louisiana,32,2020-05-17,0.0,Beverages,110854351.0,0.0,0.0,55176198.5,5,20
Louisiana,33,2020-05-24,0.0,Beverages,0.0,102909681.0,0.0,55176198.5,5,21
Louisiana,34,2020-05-31,0.0,Beverages,0.0,102756057.0,98130561.0,55176198.5,5,22
Louisiana,35,2020-06-07,117541818.0,Beverages,0.0,0.0,99092392.0,27713587.75,6,23
Louisiana,36,2020-06-14,0.0,Beverages,117541818.0,0.0,0.0,29385454.5,6,24
Louisiana,37,2020-06-21,0.0,Beverages,0.0,109850443.0,0.0,29385454.5,6,25
Louisiana,38,2020-06-28,0.0,Beverages,0.0,110854351.0,94697655.0,29385454.5,6,26
Louisiana,39,2020-07-05,120137016.0,Beverages,0.0,0.0,96719430.0,29385454.5,7,27
Louisiana,40,2020-07-12,120242882.0,Beverages,120137016.0,0.0,0.0,30034254.0,7,28
Louisiana,41,2020-07-19,0.0,Beverages,120242882.0,0.0,0.0,60094974.5,7,29
Louisiana,42,2020-07-26,0.0,Beverages,0.0,117541818.0,0.0,60094974.5,7,30
Louisiana,43,2020-08-02,109735019.0,Beverages,0.0,0.0,89999954.0,60094974.5,8,31
Louisiana,44,2020-08-09,119096376.0,Beverages,109735019.0,0.0,95317538.0,57494475.25,8,32
Louisiana,45,2020-08-16,0.0,Beverages,119096376.0,0.0,0.0,57207848.75,8,33
Louisiana,46,2020-08-23,0.0,Beverages,0.0,120137016.0,0.0,57207848.75,8,34
Louisiana,47,2020-08-30,0.0,Beverages,0.0,120242882.0,93133151.0,57207848.75,8,35
Louisiana,48,2020-09-06,123030206.0,Beverages,0.0,0.0,94376733.0,29774094.0,9,36
Louisiana,49,2020-09-13,0.0,Beverages,123030206.0,0.0,0.0,30757551.5,9,37
Louisiana,50,2020-09-20,0.0,Beverages,0.0,109735019.0,0.0,30757551.5,9,38
Louisiana,51,2020-09-27,0.0,Beverages,0.0,119096376.0,100284982.0,30757551.5,9,39
Louisiana,52,2020-10-04,117294523.0,Beverages,0.0,0.0,104279827.0,30757551.5,10,40
Louisiana,53,2020-10-11,113938298.0,Beverages,117294523.0,0.0,0.0,29323630.75,10,41
Louisiana,54,2020-10-18,0.0,Beverages,113938298.0,0.0,0.0,57808205.25,10,42
Louisiana,55,2020-10-25,0.0,Beverages,0.0,123030206.0,0.0,57808205.25,10,43
Louisiana,56,2020-11-01,104994962.0,Beverages,0.0,0.0,102909681.0,57808205.25,11,44
Louisiana,57,2020-11-08,107041449.0,Beverages,104994962.0,0.0,102756057.0,54733315.0,11,45
Louisiana,58,2020-11-15,0.0,Beverages,107041449.0,0.0,0.0,53009102.75,11,46
Louisiana,59,2020-11-22,0.0,Beverages,0.0,117294523.0,0.0,53009102.75,11,47
Louisiana,60,2020-11-29,0.0,Beverages,0.0,113938298.0,109850443.0,53009102.75,11,48
Louisiana,61,2020-12-06,100212642.0,Beverages,0.0,0.0,110854351.0,26760362.25,12,49
Louisiana,62,2020-12-13,0.0,Beverages,100212642.0,0.0,0.0,25053160.5,12,50
Louisiana,63,2020-12-20,0.0,Beverages,0.0,104994962.0,0.0,25053160.5,12,51
Louisiana,64,2020-12-27,0.0,Beverages,0.0,107041449.0,0.0,25053160.5,12,52
Louisiana,65,2021-01-03,96612059.0,Beverages,0.0,0.0,117541818.0,25053160.5,1,53
Louisiana,66,2021-01-10,103409390.0,Beverages,96612059.0,0.0,0.0,24153014.75,1,1
Louisiana,67,2021-01-17,0.0,Beverages,103409390.0,0.0,0.0,50005362.25,1,2
Louisiana,68,2021-01-24,0.0,Beverages,0.0,100212642.0,0.0,50005362.25,1,3
Louisiana,69,2021-01-31,0.0,Beverages,0.0,0.0,120137016.0,50005362.25,1,4
Louisiana,70,2021-02-07,103625081.0,Beverages,0.0,0.0,120242882.0,25852347.5,2,5
Louisiana,71,2021-02-14,0.0,Beverages,103625081.0,0.0,0.0,25906270.25,2,6
Louisiana,72,2021-02-21,0.0,Beverages,0.0,96612059.0,0.0,25906270.25,2,7
Louisiana,73,2021-02-28,0.0,Beverages,0.0,103409390.0,109735019.0,25906270.25,2,8
Louisiana,74,2021-03-07,110243755.0,Beverages,0.0,0.0,119096376.0,25906270.25,3,9
Louisiana,75,2021-03-14,0.0,Beverages,110243755.0,0.0,0.0,27560938.75,3,10
Louisiana,76,2021-03-21,0.0,Beverages,0.0,0.0,0.0,27560938.75,3,11
Louisiana,77,2021-03-28,0.0,Beverages,0.0,103625081.0,0.0,27560938.75,3,12
Louisiana,78,2021-04-04,111799498.0,Beverages,0.0,0.0,123030206.0,27560938.75,4,13
Louisiana,79,2021-04-11,109647914.0,Beverages,111799498.0,0.0,0.0,27949874.5,4,14
Louisiana,80,2021-04-18,0.0,Beverages,109647914.0,0.0,0.0,55361853.0,4,15
Louisiana,81,2021-04-25,0.0,Beverages,0.0,110243755.0,0.0,55361853.0,4,16
Louisiana,82,2021-05-02,115298735.0,Beverages,0.0,0.0,117294523.0,55361853.0,5,17
Louisiana,83,2021-05-09,119514121.0,Beverages,115298735.0,0.0,113938298.0,56236662.25,5,18
Louisiana,84,2021-05-16,0.0,Beverages,119514121.0,0.0,0.0,58703214.0,5,19
Louisiana,85,2021-05-23,0.0,Beverages,0.0,111799498.0,0.0,58703214.0,5,20
Louisiana,86,2021-05-30,0.0,Beverages,0.0,109647914.0,104994962.0,58703214.0,5,21
Louisiana,87,2021-06-06,121498262.0,Beverages,0.0,0.0,107041449.0,29878530.25,6,22
Louisiana,88,2021-06-13,0.0,Beverages,121498262.0,0.0,0.0,30374565.5,6,23
Louisiana,89,2021-06-20,0.0,Beverages,0.0,115298735.0,0.0,30374565.5,6,24
Louisiana,90,2021-06-27,0.0,Beverages,0.0,119514121.0,0.0,30374565.5,6,25
Louisiana,91,2021-07-04,125522125.0,Beverages,0.0,0.0,100212642.0,30374565.5,7,26
Louisiana,92,2021-07-11,117870621.0,Beverages,125522125.0,0.0,0.0,31380531.25,7,27
Louisiana,93,2021-07-18,0.0,Beverages,117870621.0,0.0,0.0,60848186.5,7,28
Louisiana,94,2021-07-25,0.0,Beverages,0.0,121498262.0,0.0,60848186.5,7,29
Louisiana,95,2021-08-01,120506481.0,Beverages,0.0,0.0,96612059.0,60848186.5,8,30
Louisiana,96,2021-08-08,128188335.0,Beverages,120506481.0,0.0,103409390.0,59594275.5,8,31
Louisiana,97,2021-08-15,0.0,Beverages,128188335.0,0.0,0.0,62173704.0,8,32
Louisiana,98,2021-08-22,0.0,Beverages,0.0,125522125.0,0.0,62173704.0,8,33
Louisiana,99,2021-08-29,0.0,Beverages,0.0,117870621.0,0.0,62173704.0,8,34
Louisiana,100,2021-09-05,120514382.0,Beverages,0.0,0.0,103625081.0,32047083.75,9,35
Louisiana,101,2021-09-12,121134945.0,Beverages,120514382.0,0.0,0.0,30128595.5,9,36
Louisiana,102,2021-09-19,0.0,Beverages,121134945.0,120506481.0,0.0,60412331.75,9,37
Louisiana,103,2021-09-26,0.0,Beverages,0.0,128188335.0,0.0,60412331.75,9,38
Louisiana,104,2021-10-03,173218605.0,Beverages,0.0,0.0,110243755.0,60412331.75,10,39
Louisiana,105,2021-10-10,177059756.0,Beverages,173218605.0,0.0,0.0,73588387.5,10,40
Louisiana,106,2021-10-17,0.0,Beverages,177059756.0,0.0,0.0,87569590.25,10,41
Louisiana,107,2021-10-24,0.0,Beverages,0.0,120514382.0,0.0,87569590.25,10,42
Louisiana,108,2021-10-31,0.0,Beverages,0.0,121134945.0,111799498.0,87569590.25,10,43
Louisiana,109,2021-11-07,163231952.0,Beverages,0.0,0.0,109647914.0,44264939.0,11,44
Louisiana,110,2021-11-14,0.0,Beverages,163231952.0,0.0,0.0,40807988.0,11,45
Louisiana,111,2021-11-21,0.0,Beverages,0.0,173218605.0,0.0,40807988.0,11,46
Louisiana,112,2021-11-28,0.0,Beverages,0.0,177059756.0,115298735.0,40807988.0,11,47
Louisiana,113,2021-12-05,155559149.0,Beverages,0.0,0.0,119514121.0,40807988.0,12,48
Louisiana,114,2021-12-12,159058610.0,Beverages,155559149.0,0.0,0.0,38889787.25,12,49
Louisiana,115,2021-12-19,0.0,Beverages,159058610.0,0.0,0.0,78654439.75,12,50
Louisiana,116,2021-12-26,0.0,Beverages,0.0,163231952.0,0.0,78654439.75,12,51
Louisiana,117,2022-01-02,148960742.0,Beverages,0.0,0.0,121498262.0,78654439.75,1,52
Louisiana,118,2022-01-09,155342817.0,Beverages,148960742.0,0.0,0.0,77004838.0,1,1
Louisiana,119,2022-01-16,0.0,Beverages,155342817.0,0.0,0.0,76075889.75,1,2
Louisiana,120,2022-01-23,0.0,Beverages,0.0,155559149.0,0.0,76075889.75,1,3
Louisiana,121,2022-01-30,0.0,Beverages,0.0,159058610.0,125522125.0,76075889.75,1,4
Louisiana,122,2022-02-06,157396925.0,Beverages,0.0,0.0,117870621.0,38835704.25,2,5
Louisiana,123,2022-02-13,0.0,Beverages,157396925.0,0.0,0.0,39349231.25,2,6
Louisiana,124,2022-02-20,0.0,Beverages,0.0,148960742.0,0.0,39349231.25,2,7
Louisiana,125,2022-02-27,0.0,Beverages,0.0,155342817.0,120506481.0,39349231.25,2,8
Louisiana,126,2022-03-06,167521896.0,Beverages,0.0,0.0,128188335.0,39349231.25,3,9
Louisiana,127,2022-03-13,0.0,Beverages,167521896.0,0.0,0.0,41880474.0,3,10
Louisiana,128,2022-03-20,0.0,Beverages,0.0,0.0,0.0,41880474.0,3,11
Louisiana,129,2022-03-27,0.0,Beverages,0.0,157396925.0,0.0,41880474.0,3,12
Louisiana,130,2022-04-03,171748523.0,Beverages,0.0,0.0,120514382.0,41880474.0,4,13
Louisiana,131,2022-04-10,174670882.0,Beverages,171748523.0,0.0,121134945.0,42937130.75,4,14
Louisiana,132,2022-04-17,0.0,Beverages,174670882.0,0.0,0.0,86604851.25,4,15
Louisiana,133,2022-04-24,0.0,Beverages,0.0,167521896.0,0.0,86604851.25,4,16
Louisiana,134,2022-05-01,174211278.0,Beverages,0.0,0.0,173218605.0,86604851.25,5,17
Louisiana,135,2022-05-08,180020154.0,Beverages,174211278.0,0.0,177059756.0,87220540.0,5,18
Louisiana,136,2022-05-15,0.0,Beverages,180020154.0,0.0,0.0,88557858.0,5,19
Louisiana,137,2022-05-22,0.0,Beverages,0.0,171748523.0,0.0,88557858.0,5,20
Louisiana,138,2022-05-29,0.0,Beverages,0.0,174670882.0,0.0,88557858.0,5,21
Louisiana,139,2022-06-05,179757689.0,Beverages,0.0,0.0,163231952.0,45005038.5,6,22
Louisiana,140,2022-06-12,186536877.0,Beverages,179757689.0,0.0,0.0,44939422.25,6,23
Louisiana,141,2022-06-19,0.0,Beverages,186536877.0,174211278.0,0.0,91573641.5,6,24
Louisiana,142,2022-06-26,0.0,Beverages,0.0,180020154.0,0.0,91573641.5,6,25
Louisiana,143,2022-07-03,186831003.0,Beverages,0.0,0.0,155559149.0,91573641.5,7,26
Louisiana,144,2022-07-10,185262751.0,Beverages,186831003.0,0.0,159058610.0,93341970.0,7,27
Louisiana,145,2022-07-17,0.0,Beverages,185262751.0,0.0,0.0,93023438.5,7,28
Louisiana,146,2022-07-24,0.0,Beverages,0.0,179757689.0,0.0,93023438.5,7,29
Louisiana,147,2022-07-31,0.0,Beverages,0.0,186536877.0,148960742.0,93023438.5,7,30
Louisiana,148,2022-08-07,190762050.0,Beverages,0.0,0.0,155342817.0,46315687.75,8,31
Louisiana,149,2022-08-14,0.0,Beverages,190762050.0,0.0,0.0,47690512.5,8,32
Louisiana,150,2022-08-21,0.0,Beverages,0.0,186831003.0,0.0,47690512.5,8,33
Louisiana,151,2022-08-28,0.0,Beverages,0.0,185262751.0,0.0,47690512.5,8,34
Louisiana,152,2022-09-04,184547199.0,Beverages,0.0,0.0,157396925.0,47690512.5,9,35
Louisiana,153,2022-09-11,187018948.0,Beverages,184547199.0,0.0,0.0,46136799.75,9,36
Louisiana,154,2022-09-18,0.0,Beverages,187018948.0,0.0,0.0,92891536.75,9,37
Louisiana,155,2022-09-25,0.0,Beverages,0.0,190762050.0,0.0,92891536.75,9,38
Louisiana,156,2022-10-02,186352065.0,Beverages,0.0,0.0,167521896.0,92891536.75,10,39
Louisiana,157,2022-10-09,190158068.0,Beverages,186352065.0,0.0,0.0,93342753.25,10,40
Louisiana,158,2022-10-16,0.0,Beverages,190158068.0,0.0,0.0,94127533.25,10,41
Louisiana,159,2022-10-23,0.0,Beverages,0.0,184547199.0,0.0,94127533.25,10,42
Louisiana,160,2022-10-30,0.0,Beverages,0.0,187018948.0,171748523.0,94127533.25,10,43
Louisiana,161,2022-11-06,174802411.0,Beverages,0.0,0.0,174670882.0,47539517.0,11,44
Louisiana,162,2022-11-13,0.0,Beverages,174802411.0,0.0,0.0,43700602.75,11,45
Louisiana,163,2022-11-20,0.0,Beverages,0.0,186352065.0,0.0,43700602.75,11,46
Louisiana,164,2022-11-27,0.0,Beverages,0.0,190158068.0,174211278.0,43700602.75,11,47
Louisiana,165,2022-12-04,165763269.0,Beverages,0.0,0.0,180020154.0,43700602.75,12,48
Louisiana,166,2022-12-11,171279354.0,Beverages,165763269.0,0.0,0.0,41440817.25,12,49
Louisiana,167,2022-12-18,0.0,Beverages,171279354.0,0.0,0.0,84260655.75,12,50
Louisiana,168,2022-12-25,0.0,Beverages,0.0,174802411.0,0.0,84260655.75,12,51
Louisiana,169,2023-01-01,154640918.0,Beverages,0.0,0.0,179757689.0,84260655.75,1,52
Louisiana,170,2023-01-08,161935636.0,Beverages,154640918.0,0.0,186536877.0,81480068.0,1,1
Louisiana,171,2023-01-15,0.0,Beverages,161935636.0,0.0,0.0,79144138.5,1,2
Louisiana,172,2023-01-22,0.0,Beverages,0.0,165763269.0,0.0,79144138.5,1,3
Louisiana,173,2023-01-29,0.0,Beverages,0.0,171279354.0,186831003.0,79144138.5,1,4
Louisiana,174,2023-02-05,164619111.0,Beverages,0.0,0.0,185262751.0,40483909.0,2,5
Louisiana,175,2023-02-12,171534051.0,Beverages,164619111.0,0.0,0.0,41154777.75,2,6
Louisiana,176,2023-02-19,0.0,Beverages,171534051.0,154640918.0,0.0,84038290.5,2,7
Louisiana,177,2023-02-26,0.0,Beverages,0.0,161935636.0,0.0,84038290.5,2,8
Louisiana,178,2023-03-05,180681856.0,Beverages,0.0,0.0,190762050.0,84038290.5,3,9
Louisiana,179,2023-03-12,198036327.0,Beverages,180681856.0,0.0,0.0,88053976.75,3,10
Louisiana,180,2023-03-19,0.0,Beverages,198036327.0,0.0,0.0,94679545.75,3,11
Louisiana,181,2023-03-26,0.0,Beverages,0.0,164619111.0,0.0,94679545.75,3,12
Louisiana,182,2023-04-02,176985211.0,Beverages,0.0,171534051.0,184547199.0,94679545.75,4,13
Louisiana,183,2023-04-09,181956635.0,Beverages,176985211.0,0.0,187018948.0,93755384.5,4,14
Louisiana,184,2023-04-16,0.0,Beverages,181956635.0,0.0,0.0,89735461.5,4,15
Louisiana,185,2023-04-23,0.0,Beverages,0.0,180681856.0,0.0,89735461.5,4,16
Louisiana,186,2023-04-30,0.0,Beverages,0.0,198036327.0,186352065.0,89735461.5,4,17
Louisiana,187,2023-05-07,193168731.0,Beverages,0.0,0.0,190158068.0,45489158.75,5,18
Maine,30,2020-05-03,27783408.0,Beverages,0.0,0.0,26536448.0,12991792.75,5,18
Maine,31,2020-05-10,28044139.0,Beverages,27783408.0,0.0,0.0,13404104.0,5,19
Maine,32,2020-05-17,0.0,Beverages,28044139.0,0.0,0.0,13956886.75,5,20
Maine,33,2020-05-24,0.0,Beverages,0.0,26134163.0,0.0,13956886.75,5,21
Maine,34,2020-05-31,0.0,Beverages,0.0,25833008.0,24844075.0,13956886.75,5,22
Maine,35,2020-06-07,31030852.0,Beverages,0.0,0.0,24804826.0,7011034.75,6,23
Maine,36,2020-06-14,0.0,Beverages,31030852.0,0.0,0.0,7757713.0,6,24
Maine,37,2020-06-21,0.0,Beverages,0.0,27783408.0,0.0,7757713.0,6,25
Maine,38,2020-06-28,0.0,Beverages,0.0,28044139.0,25031693.0,7757713.0,6,26
Maine,39,2020-07-05,35955266.0,Beverages,0.0,0.0,24713978.0,7757713.0,7,27
Maine,40,2020-07-12,32885624.0,Beverages,35955266.0,0.0,0.0,8988816.5,7,28
Maine,41,2020-07-19,0.0,Beverages,32885624.0,0.0,0.0,17210222.5,7,29
Maine,42,2020-07-26,0.0,Beverages,0.0,31030852.0,0.0,17210222.5,7,30
Maine,43,2020-08-02,35887496.0,Beverages,0.0,0.0,25024726.0,17210222.5,8,31
Maine,44,2020-08-09,34201022.0,Beverages,35887496.0,0.0,24355262.0,17193280.0,8,32
Maine,45,2020-08-16,0.0,Beverages,34201022.0,0.0,0.0,17522129.5,8,33
Maine,46,2020-08-23,0.0,Beverages,0.0,35955266.0,0.0,17522129.5,8,34
Maine,47,2020-08-30,0.0,Beverages,0.0,32885624.0,24839107.0,17522129.5,8,35
Maine,48,2020-09-06,30068749.0,Beverages,0.0,0.0,24780924.0,8550255.5,9,36
Maine,49,2020-09-13,0.0,Beverages,30068749.0,0.0,0.0,7517187.25,9,37
Maine,50,2020-09-20,0.0,Beverages,0.0,35887496.0,0.0,7517187.25,9,38
Maine,51,2020-09-27,0.0,Beverages,0.0,34201022.0,25700047.0,7517187.25,9,39
Maine,52,2020-10-04,28196622.0,Beverages,0.0,0.0,26842940.0,7517187.25,10,40
Maine,53,2020-10-11,28329169.0,Beverages,28196622.0,0.0,0.0,7049155.5,10,41
Maine,54,2020-10-18,0.0,Beverages,28329169.0,0.0,0.0,14131447.75,10,42
Maine,55,2020-10-25,0.0,Beverages,0.0,30068749.0,0.0,14131447.75,10,43
Maine,56,2020-11-01,26208036.0,Beverages,0.0,0.0,26134163.0,14131447.75,11,44
Maine,57,2020-11-08,26444945.0,Beverages,26208036.0,0.0,25833008.0,13634301.25,11,45
Maine,58,2020-11-15,0.0,Beverages,26444945.0,0.0,0.0,13163245.25,11,46
Maine,59,2020-11-22,0.0,Beverages,0.0,28196622.0,0.0,13163245.25,11,47
Maine,60,2020-11-29,0.0,Beverages,0.0,28329169.0,27783408.0,13163245.25,11,48
Maine,61,2020-12-06,25819043.0,Beverages,0.0,0.0,28044139.0,6611236.25,12,49
Maine,62,2020-12-13,0.0,Beverages,25819043.0,0.0,0.0,6454760.75,12,50
Maine,63,2020-12-20,0.0,Beverages,0.0,26208036.0,0.0,6454760.75,12,51
Maine,64,2020-12-27,0.0,Beverages,0.0,26444945.0,0.0,6454760.75,12,52
Maine,65,2021-01-03,26270827.0,Beverages,0.0,0.0,31030852.0,6454760.75,1,53
Maine,66,2021-01-10,26118467.0,Beverages,26270827.0,0.0,0.0,6567706.75,1,1
Maine,67,2021-01-17,0.0,Beverages,26118467.0,0.0,0.0,13097323.5,1,2
Maine,68,2021-01-24,0.0,Beverages,0.0,25819043.0,0.0,13097323.5,1,3
Maine,69,2021-01-31,0.0,Beverages,0.0,0.0,35955266.0,13097323.5,1,4
Maine,70,2021-02-07,26379036.0,Beverages,0.0,0.0,32885624.0,6529616.75,2,5
Maine,71,2021-02-14,0.0,Beverages,26379036.0,0.0,0.0,6594759.0,2,6
Maine,72,2021-02-21,0.0,Beverages,0.0,26270827.0,0.0,6594759.0,2,7
Maine,73,2021-02-28,0.0,Beverages,0.0,26118467.0,35887496.0,6594759.0,2,8
Maine,74,2021-03-07,27970334.0,Beverages,0.0,0.0,34201022.0,6594759.0,3,9
Maine,75,2021-03-14,0.0,Beverages,27970334.0,0.0,0.0,6992583.5,3,10
Maine,76,2021-03-21,0.0,Beverages,0.0,0.0,0.0,6992583.5,3,11
Maine,77,2021-03-28,0.0,Beverages,0.0,26379036.0,0.0,6992583.5,3,12
Maine,78,2021-04-04,28185004.0,Beverages,0.0,0.0,30068749.0,6992583.5,4,13
Maine,79,2021-04-11,27250032.0,Beverages,28185004.0,0.0,0.0,7046251.0,4,14
Maine,80,2021-04-18,0.0,Beverages,27250032.0,0.0,0.0,13858759.0,4,15
Maine,81,2021-04-25,0.0,Beverages,0.0,27970334.0,0.0,13858759.0,4,16
Maine,82,2021-05-02,29137324.0,Beverages,0.0,0.0,28196622.0,13858759.0,5,17
Maine,83,2021-05-09,29339259.0,Beverages,29137324.0,0.0,28329169.0,14096839.0,5,18
Maine,84,2021-05-16,0.0,Beverages,29339259.0,0.0,0.0,14619145.75,5,19
Maine,85,2021-05-23,0.0,Beverages,0.0,28185004.0,0.0,14619145.75,5,20
Maine,86,2021-05-30,0.0,Beverages,0.0,27250032.0,26208036.0,14619145.75,5,21
Maine,87,2021-06-06,32751826.0,Beverages,0.0,0.0,26444945.0,7334814.75,6,22
Maine,88,2021-06-13,0.0,Beverages,32751826.0,0.0,0.0,8187956.5,6,23
Maine,89,2021-06-20,0.0,Beverages,0.0,29137324.0,0.0,8187956.5,6,24
Maine,90,2021-06-27,0.0,Beverages,0.0,29339259.0,0.0,8187956.5,6,25
Maine,91,2021-07-04,36680245.0,Beverages,0.0,0.0,25819043.0,8187956.5,7,26
Maine,92,2021-07-11,33697577.0,Beverages,36680245.0,0.0,0.0,9170061.25,7,27
Maine,93,2021-07-18,0.0,Beverages,33697577.0,0.0,0.0,17594455.5,7,28
Maine,94,2021-07-25,0.0,Beverages,0.0,32751826.0,0.0,17594455.5,7,29
Maine,95,2021-08-01,36198814.0,Beverages,0.0,0.0,26270827.0,17594455.5,8,30
Maine,96,2021-08-08,36088447.0,Beverages,36198814.0,0.0,26118467.0,17474097.75,8,31
Maine,97,2021-08-15,0.0,Beverages,36088447.0,0.0,0.0,18071815.25,8,32
Maine,98,2021-08-22,0.0,Beverages,0.0,36680245.0,0.0,18071815.25,8,33
Maine,99,2021-08-29,0.0,Beverages,0.0,33697577.0,0.0,18071815.25,8,34
Maine,100,2021-09-05,33063174.0,Beverages,0.0,0.0,26379036.0,9022111.75,9,35
Maine,101,2021-09-12,31746175.0,Beverages,33063174.0,0.0,0.0,8265793.5,9,36
Maine,102,2021-09-19,0.0,Beverages,31746175.0,36198814.0,0.0,16202337.25,9,37
Maine,103,2021-09-26,0.0,Beverages,0.0,36088447.0,0.0,16202337.25,9,38
Maine,104,2021-10-03,43463387.0,Beverages,0.0,0.0,27970334.0,16202337.25,10,39
Maine,105,2021-10-10,43838076.0,Beverages,43463387.0,0.0,0.0,18802390.5,10,40
Maine,106,2021-10-17,0.0,Beverages,43838076.0,0.0,0.0,21825365.75,10,41
Maine,107,2021-10-24,0.0,Beverages,0.0,33063174.0,0.0,21825365.75,10,42
Maine,108,2021-10-31,0.0,Beverages,0.0,31746175.0,28185004.0,21825365.75,10,43
Maine,109,2021-11-07,41105433.0,Beverages,0.0,0.0,27250032.0,10959519.0,11,44
Maine,110,2021-11-14,0.0,Beverages,41105433.0,0.0,0.0,10276358.25,11,45
Maine,111,2021-11-21,0.0,Beverages,0.0,43463387.0,0.0,10276358.25,11,46
Maine,112,2021-11-28,0.0,Beverages,0.0,43838076.0,29137324.0,10276358.25,11,47
Maine,113,2021-12-05,40174636.0,Beverages,0.0,0.0,29339259.0,10276358.25,12,48
Maine,114,2021-12-12,41096061.0,Beverages,40174636.0,0.0,0.0,10043659.0,12,49
Maine,115,2021-12-19,0.0,Beverages,41096061.0,0.0,0.0,20317674.25,12,50
Maine,116,2021-12-26,0.0,Beverages,0.0,41105433.0,0.0,20317674.25,12,51
Maine,117,2022-01-02,40280283.0,Beverages,0.0,0.0,32751826.0,20317674.25,1,52
Maine,118,2022-01-09,39650663.0,Beverages,40280283.0,0.0,0.0,20344086.0,1,1
Maine,119,2022-01-16,0.0,Beverages,39650663.0,0.0,0.0,19982736.5,1,2
Maine,120,2022-01-23,0.0,Beverages,0.0,40174636.0,0.0,19982736.5,1,3
Maine,121,2022-01-30,0.0,Beverages,0.0,41096061.0,36680245.0,19982736.5,1,4
Maine,122,2022-02-06,40438798.0,Beverages,0.0,0.0,33697577.0,9912665.75,2,5
Maine,123,2022-02-13,0.0,Beverages,40438798.0,0.0,0.0,10109699.5,2,6
Maine,124,2022-02-20,0.0,Beverages,0.0,40280283.0,0.0,10109699.5,2,7
Maine,125,2022-02-27,0.0,Beverages,0.0,39650663.0,36198814.0,10109699.5,2,8
Maine,126,2022-03-06,42524511.0,Beverages,0.0,0.0,36088447.0,10109699.5,3,9
Maine,127,2022-03-13,0.0,Beverages,42524511.0,0.0,0.0,10631127.75,3,10
Maine,128,2022-03-20,0.0,Beverages,0.0,0.0,0.0,10631127.75,3,11
Maine,129,2022-03-27,0.0,Beverages,0.0,40438798.0,0.0,10631127.75,3,12
Maine,130,2022-04-03,42883243.0,Beverages,0.0,0.0,33063174.0,10631127.75,4,13
